sentence_id,annotation_type,annotation_text,start_token,end_token,alignment_status,is_training_safe,candidate_span,reason
69,aspect,editors of mhrw,7,9,exact,True,editors of mhrw,Matched via exact strategy
69,opinion,firse apne awkath peh aa gaye hey,0,6,exact,True,firse apne awkath peh aa gaye hey,Matched via exact strategy
70,aspect,walid sahb,14,15,exact,True,walid sahb,Matched via exact strategy
70,opinion,sehat e kamila shifa aur achi sehat wali lambi zindagi ata farmaye,17,28,exact,True,sehat e kamila shifa aur achi sehat wali lambi zindagi ata farmaye,Matched via exact strategy
71,aspect,maal,1,1,exact,True,maal,Matched via exact strategy
71,opinion,apne pas rakho,2,4,exact,True,apne pas rakho,Matched via exact strategy
72,aspect,logo ki baaton,1,3,exact,True,logo ki baaton,Matched via exact strategy
72,opinion,dhyaan mat do,5,7,exact,True,dhyaan mat do,Matched via exact strategy
72,aspect,apne aapko,8,9,exact,True,apne aapko,Matched via exact strategy
72,opinion,itna strong bana lo,10,13,exact,True,itna strong bana lo,Matched via exact strategy
72,aspect,bhagwaan,21,21,exact,True,bhagwaan,Matched via exact strategy
72,opinion,apke saath hain raasta woh hi dikhayega,22,28,exact,True,apke saath hain raasta woh hi dikhayega,Matched via exact strategy
73,aspect,ind,0,0,exact,True,ind,Matched via exact strategy
73,opinion,ye mandir masjid mein reh gaya,1,6,exact,True,ye mandir masjid mein reh gaya,Matched via exact strategy
73,aspect,development,13,13,exact,True,development,Matched via exact strategy
73,opinion,bharat ka naam tabhi badhega jb development hoga,7,14,exact,True,bharat ka naam tabhi badhega jb development hoga,Matched via exact strategy
73,aspect,guruji,21,21,exact,True,guruji,Matched via exact strategy
73,opinion,satta nai desh sambhalna seekhao,15,19,exact,True,satta nai desh sambhalna seekhao,Matched via exact strategy
74,aspect,haider,0,0,exact,True,haider,Matched via exact strategy
74,opinion,chutiyo ki kmi ni h paiso ke liye apne hi playero ko criticise krta h,1,15,exact,True,chutiyo ki kmi ni h paiso ke liye apne hi playero ko criticise krta h,Matched via exact strategy
75,aspect,khiloda,7,7,exact,True,khiloda,Matched via exact strategy
75,opinion,apne baap ko sabse neeche rakha hai,0,6,exact,True,apne baap ko sabse neeche rakha hai,Matched via exact strategy
75,aspect,star,14,14,exact,True,star,Matched via exact strategy
75,opinion,chindi,13,13,exact,True,chindi,Matched via exact strategy
76,aspect,saddar sb,2,3,exact,True,saddar sb,Matched via exact strategy
76,opinion,apne daant khud theek ker rae hon ya neend main bol rae hon,6,18,exact,True,apne daant khud theek ker rae hon ya neend main bol rae hon,Matched via exact strategy
77,aspect,jantar mantar,12,13,exact,True,jantar mantar,Matched via exact strategy
77,opinion,uspe to muh nahi khulega,19,23,exact,True,uspe to muh nahi khulega,Matched via exact strategy
77,aspect,you,24,24,exact,True,you,Matched via exact strategy
77,opinion,same as the bigots from across the border no difference at all,27,38,exact,True,same as the bigots from across the border no difference at all,Matched via exact strategy
78,aspect,security,4,4,exact,True,security,Matched via exact strategy
78,opinion,koi security nhi thi,3,6,exact,True,koi security nhi thi,Matched via exact strategy
78,aspect,system,11,11,exact,True,system,Matched via exact strategy
78,opinion,apne hisab se system par baith rhe the,8,15,exact,True,apne hisab se system par baith rhe the,Matched via exact strategy
78,aspect,paper,22,22,exact,True,paper,Matched via exact strategy
78,opinion,aapas me baat kar ke paper solve kar rhe the,17,26,exact,True,aapas me baat kar ke paper solve kar rhe the,Matched via exact strategy
79,aspect,chune hue sarkar,6,8,exact,True,chune hue sarkar,Matched via exact strategy
79,opinion,galtian nahi nikaloge,10,12,exact,True,galtian nahi nikaloge,Matched via exact strategy
79,aspect,political party,29,30,exact,True,political party,Matched via exact strategy
79,opinion,govt ki comparison dusre developing countries ke sath nahi karte,32,41,exact,True,govt ki comparison dusre developing countries ke sath nahi karte,Matched via exact strategy
79,aspect,independent voter,44,45,exact,True,independent voter,Matched via exact strategy
79,opinion,ye kam independent voter hi karega,42,47,exact,True,ye kam independent voter hi karega,Matched via exact strategy
80,aspect,fighter 17,4,5,exact,True,fighter 17,Matched via exact strategy
80,opinion,defense joint failure,1,3,exact,True,defense joint failure,Matched via exact strategy
80,aspect,pakistani,6,6,exact,True,pakistani,Matched via exact strategy
80,opinion,ghabrana nehi,9,10,exact,True,ghabrana nehi,Matched via exact strategy
81,aspect,golgappe wale,16,17,exact,True,golgappe wale,Matched via exact strategy
81,opinion,dubara kabhi nhi jayenge jisne free ki sukhi papdi dene se mna kra ho,20,33,exact,True,dubara kabhi nhi jayenge jisne free ki sukhi papdi dene se mna kra ho,Matched via exact strategy
81,aspect,ex,9,9,exact,True,ex,Matched via exact strategy
81,opinion,apna phir se katwane apne ex ke paas chale jayenge,4,13,exact,True,apna phir se katwane apne ex ke paas chale jayenge,Matched via exact strategy
82,aspect,vacancy,1,1,exact,True,vacancy,Matched via exact strategy
82,opinion,50000 vacancy ko baro,0,3,exact,True,50000 vacancy ko baro,Matched via exact strategy
82,aspect,back log post,8,10,exact,True,back log post,Matched via exact strategy
82,opinion,sc st obc k back log post ko baro,4,12,exact,True,sc st obc k back log post ko baro,Matched via exact strategy
82,aspect,sarkar,15,15,exact,True,sarkar,Matched via exact strategy
82,opinion,bahujano apne sarkar banaye,13,16,exact,True,bahujano apne sarkar banaye,Matched via exact strategy
82,aspect,scstobc teachers,18,19,exact,True,scstobc teachers,Matched via exact strategy
82,opinion,recruit,17,17,exact,True,recruit,Matched via exact strategy
83,aspect,cm,3,3,exact,True,cm,Matched via exact strategy
83,opinion,apne state ke issue par chup rehne par kusri chhodi hai,5,15,exact,True,apne state ke issue par chup rehne par kusri chhodi hai,Matched via exact strategy
83,aspect,kursi,21,21,exact,True,kursi,Matched via exact strategy
83,opinion,aap batoge ki usko kursi chhod deni chahiye,17,24,exact,True,aap batoge ki usko kursi chhod deni chahiye,Matched via exact strategy
84,aspect,tweet,7,7,exact,True,tweet,Matched via exact strategy
84,opinion,paid tweet ke liye offers leke aaye,6,12,exact,True,paid tweet ke liye offers leke aaye,Matched via exact strategy
85,aspect,claim,3,3,exact,True,claim,Matched via exact strategy
85,opinion,prove karne ka koi authentic chiz to hai nai,5,13,exact,True,prove karne ka koi authentic chiz to hai nai,Matched via exact strategy
85,aspect,batei,18,18,exact,True,batei,Matched via exact strategy
85,opinion,ird gird ki batei karke khudka majak udwate ho,15,23,exact,True,ird gird ki batei karke khudka majak udwate ho,Matched via exact strategy
86,aspect,innings,7,7,exact,True,innings,Matched via exact strategy
86,opinion,160 se sr ki jhi btayi thi,8,14,exact,True,160 se sr ki jhi btayi thi,Matched via exact strategy
87,aspect,kiye,11,11,exact,True,kiye,Matched via exact strategy
87,opinion,baraye meherbani apne kiye ko ja kar saaf karen,8,16,exact,True,baraye meherbani apne kiye ko ja kar saaf karen,Matched via exact strategy
88,aspect,peter pan,1,2,exact,True,peter pan,Matched via exact strategy
88,opinion,apko pta hai na k apne kitna tng kiya hoa hai sb toots,3,15,exact,True,apko pta hai na k apne kitna tng kiya hoa hai sb toots,Matched via exact strategy
89,aspect,vaccine registrations,4,5,exact,True,vaccine registrations,Matched via exact strategy
89,opinion,aaj se shuru ho chuke hain toh jaldi se apna aur apne parivaar ka vaccine slot book karaaiye,6,23,exact,True,aaj se shuru ho chuke hain toh jaldi se apna aur apne parivaar ka vaccine slot book karaaiye,Matched via exact strategy
90,aspect,religion,10,10,exact,True,religion,Matched via exact strategy
90,opinion,sar tan se juda apne hi religion ko dhang se pahdlo,4,14,exact,True,sar tan se juda apne hi religion ko dhang se pahdlo,Matched via exact strategy
91,aspect,batting,-1,-1,unmatched,False,,Matched via unmatched strategy
91,opinion,shameful me jeete aise to 25 off 20 bhi shameful ye shameful hai,0,12,exact,True,shameful me jeete aise to 25 off 20 bhi shameful ye shameful hai,Matched via exact strategy
92,aspect,political propaganda,4,5,exact,True,political propaganda,Matched via exact strategy
92,opinion,political propaganda kar rahe chamcho adhatiyo ko,4,10,exact,True,political propaganda kar rahe chamcho adhatiyo ko,Matched via exact strategy
93,aspect,crush,8,8,exact,True,crush,Matched via exact strategy
93,opinion,jeeeee bhar k delhi apne crush ko,4,9,approximate,False,bhar k delhi apne crush ko,Matched via approximate strategy
94,aspect,justice,13,13,exact,True,justice,Matched via exact strategy
94,opinion,kaun sa justice dila dia apne,11,16,exact,True,kaun sa justice dila dia apne,Matched via exact strategy
95,aspect,b p,12,13,exact,True,b p,Matched via exact strategy
95,opinion,tere kitne b p hain kon sa b p hai kon sa nahi hai ye tujhe khud bhi nahi pata hoga,16,36,exact,True,tere kitne b p hain kon sa b p hai kon sa nahi hai ye tujhe khud bhi nahi pata hoga,Matched via exact strategy
96,aspect,azadi,19,19,exact,True,azadi,Matched via exact strategy
96,opinion,zrorat se ziada azadi date hain to yh sb hota ey,16,26,exact,True,zrorat se ziada azadi date hain to yh sb hota ey,Matched via exact strategy
97,aspect,photo,4,4,exact,True,photo,Matched via exact strategy
97,opinion,apne bahnoi ka photo q laga liya,1,7,exact,True,apne bahnoi ka photo q laga liya,Matched via exact strategy
98,aspect,khel,7,7,exact,True,khel,Matched via exact strategy
98,opinion,1 decade se ban rha,2,6,exact,True,1 decade se ban rha,Matched via exact strategy
98,aspect,sports,18,18,exact,True,sports,Matched via exact strategy
98,opinion,ye halat h sports ki india m,15,21,exact,True,ye halat h sports ki india m,Matched via exact strategy
99,aspect,baap,18,18,exact,True,baap,Matched via exact strategy
99,opinion,paida hote vkt dekha tha,12,16,exact,True,paida hote vkt dekha tha,Matched via exact strategy
100,aspect,khiladi,32,32,exact,True,khiladi,Matched via exact strategy
100,opinion,olympic me ek bhi khiladi nahi gya,28,34,exact,True,olympic me ek bhi khiladi nahi gya,Matched via exact strategy
100,aspect,talents,45,45,exact,True,talents,Matched via exact strategy
100,opinion,talents ki kami nahi hai,45,49,exact,True,talents ki kami nahi hai,Matched via exact strategy
101,aspect,queen,0,0,exact,True,queen,Matched via exact strategy
101,opinion,achha achha mujhe lga aap apne love at 1st side wale ka explain kr rhe,1,15,exact,True,achha achha mujhe lga aap apne love at 1st side wale ka explain kr rhe,Matched via exact strategy
102,aspect,talent,22,22,exact,True,talent,Matched via exact strategy
102,opinion,apne talent ko insaniyat k liye use kr,21,28,exact,True,apne talent ko insaniyat k liye use kr,Matched via exact strategy
102,aspect,paisa,36,36,exact,True,paisa,Matched via exact strategy
102,opinion,paiso ke liye apna jameer mt bechna,29,35,exact,True,paiso ke liye apna jameer mt bechna,Matched via exact strategy
103,aspect,raasan,11,11,exact,True,raasan,Matched via exact strategy
103,opinion,itni bekar raasan kyu denge wo b achhe se jaante h ki wo janta k kitne lokpriya h to bhala modi ji us lokpriya janta ko itna kharaab raasan kyu denge,9,39,exact,True,itni bekar raasan kyu denge wo b achhe se jaante h ki wo janta k kitne lokpriya h to bhala modi ji us lokpriya janta ko itna kharaab raasan kyu denge,Matched via exact strategy
104,aspect,toot,12,12,exact,True,toot,Matched via exact strategy
104,opinion,bahot mithi rahti hai bahot khate hai,22,28,exact,True,bahot mithi rahti hai bahot khate hai,Matched via exact strategy
105,aspect,parda,20,20,exact,True,parda,Matched via exact strategy
105,opinion,parda karne mein kia galat hai,20,25,exact,True,parda karne mein kia galat hai,Matched via exact strategy
105,aspect,fashion,27,27,exact,True,fashion,Matched via exact strategy
105,opinion,fashion karna chahte hain apne husband ke liye kerien,27,35,exact,True,fashion karna chahte hain apne husband ke liye kerien,Matched via exact strategy
106,aspect,name correction,8,9,exact,True,name correction,Matched via exact strategy
106,opinion,mansik tanav se door kijie,26,30,exact,True,mansik tanav se door kijie,Matched via exact strategy
107,aspect,chopra1,2,2,exact,True,chopra1,Matched via exact strategy
107,opinion,husti ekdum mast hai,23,25,normalized,True,ekdum mast hai,Matched via normalized strategy
108,aspect,nirajchopra,1,1,exact,True,nirajchopra,Matched via exact strategy
108,opinion,jugg jugg jio mere lal allah tumko hamesha khush rakhe apne hifz o imaan mein rakhe aameen,2,18,exact,True,jugg jugg jio mere lal allah tumko hamesha khush rakhe apne hifz o imaan mein rakhe aameen,Matched via exact strategy
109,aspect,hashtag,2,2,exact,True,hashtag,Matched via exact strategy
109,opinion,use nahi karoge apne tweet mei to chalega trend is over,3,13,exact,True,use nahi karoge apne tweet mei to chalega trend is over,Matched via exact strategy
109,aspect,trend,11,11,exact,True,trend,Matched via exact strategy
109,opinion,is over,12,13,exact,True,is over,Matched via exact strategy
110,aspect,squad,5,5,exact,True,squad,Matched via exact strategy
110,opinion,boldo sid ko troll karna band kardo,7,13,exact,True,boldo sid ko troll karna band kardo,Matched via exact strategy
110,aspect,sid,8,8,exact,True,sid,Matched via exact strategy
110,opinion,troll karna band kardo,10,13,exact,True,troll karna band kardo,Matched via exact strategy
110,aspect,asim,15,15,exact,True,asim,Matched via exact strategy
110,opinion,troll karna band kar denge,17,21,exact,True,troll karna band kar denge,Matched via exact strategy
111,aspect,tweets,2,2,exact,True,tweets,Matched via exact strategy
111,opinion,poison girl tweets,0,2,exact,True,poison girl tweets,Matched via exact strategy
112,aspect,bat,0,0,exact,True,bat,Matched via exact strategy
112,opinion,yekdam shahi h,1,3,exact,True,yekdam shahi h,Matched via exact strategy
113,aspect,dna,5,5,exact,True,dna,Matched via exact strategy
113,opinion,same dna wale apne hi log tumara ac udva denge,4,13,exact,True,same dna wale apne hi log tumara ac udva denge,Matched via exact strategy
114,aspect,vote,11,11,exact,True,vote,Matched via exact strategy
114,opinion,apne aap ka hi hoga,12,16,exact,True,apne aap ka hi hoga,Matched via exact strategy
115,aspect,bablu bhayya,2,3,exact,True,bablu bhayya,Matched via exact strategy
115,opinion,apne ghar ka koi aadmi raasta bhatak jaaye to usko samjhaaya jaata hai waapas raaste par laya jaata hai,5,23,exact,True,apne ghar ka koi aadmi raasta bhatak jaaye to usko samjhaaya jaata hai waapas raaste par laya jaata hai,Matched via exact strategy
116,aspect,rajnitik mansik aapda,1,3,exact,True,rajnitik mansik aapda,Matched via exact strategy
116,opinion,dusit rajnitik mansik aapda se to apne aapko bacha nahi paye,0,10,exact,True,dusit rajnitik mansik aapda se to apne aapko bacha nahi paye,Matched via exact strategy
116,aspect,natural aapada,12,13,exact,True,natural aapada,Matched via exact strategy
116,opinion,natural aapada se bachane ki bat karte hai,12,19,exact,True,natural aapada se bachane ki bat karte hai,Matched via exact strategy
116,aspect,mp atitith sikshak,20,22,exact,True,mp atitith sikshak,Matched via exact strategy
116,opinion,isaka jeeta jagata example hai,23,27,exact,True,isaka jeeta jagata example hai,Matched via exact strategy
117,aspect,friends,7,7,exact,True,friends,Matched via exact strategy
117,opinion,supporting friends,6,7,exact,True,supporting friends,Matched via exact strategy
117,aspect,cousin,9,9,exact,True,cousin,Matched via exact strategy
