sentence_id,sentence,code_switch,all_aspects,all_opinions,valence_scores,arousal_scores
47,hun yawrr lakh lannat wese girls boys sy maza b to leti hen apne b liye hungy,hun:HI yawrr:HI lakh:HI lannat:HI wese:HI girls:EN boys:EN sy:HI maza:HI b:EN to:EN leti:HI hen:HI apne:HI b:EN liye:HI hungy:HI,{girls},{lakh lannat wese girls boys sy maza b to leti hen},{0.352},{0.673}
48,mein v changa mera peo v changa meri maa v changi ristdaar baki apko pata hi hain suna hoga apne b yeh song,mein:HI v:EN changa:HI mera:HI peo:HI v:EN changa:HI meri:HI maa:HI v:EN changi:EN ristdaar:HI baki:HI apko:HI pata:HI hi:HI hain:HI suna:HI hoga:HI apne:HI b:EN yeh:HI song:EN,{mein; mera peo; meri maa; ristdaar; song},{changa; changa; changi; baki apko pata hi hain; suna hoga apne b},{0.750; 0.800; 0.800; 0.350; 0.500},{0.500; 0.500; 0.500; 0.550; 0.400}
49,har ek hindustani apne hindustani kam ko support karta hai isliye ham traders ko support kar rahe hain justicefortraders,har:HI ek:HI hindustani:HI apne:HI hindustani:HI kam:HI ko:HI support:EN karta:HI hai:HI isliye:HI ham:HI traders:EN ko:HI support:EN kar:HI rahe:HI hain:HI justicefortraders:HI,{hindustani kam; traders},{support karta hai; support kar rahe hain},{0.796; 0.816},{0.536; 0.586}
50,banda sabanaqvi toh fir maane na ki hum indian hai lekin apne aapko turko ki aulaad bataane se fursat nahi hai muslims ko invaders or kabzedaaro ko hero banaakr baithe hai,banda:HI sabanaqvi:HI toh:HI fir:HI maane:HI na:HI ki:HI hum:HI indian:EN hai:HI lekin:HI apne:HI aapko:HI turko:HI ki:HI aulaad:HI bataane:HI se:HI fursat:HI nahi:HI hai:HI muslims:EN ko:HI invaders:EN or:EN kabzedaaro:HI ko:HI hero:EN banaakr:HI baithe:HI hai:HI,{sabanaqvi; muslims},{maane na ki hum indian hai; apne aapko turko ki aulaad bataane se fursat nahi hai},{0.320; 0.120},{0.498; 0.820}
51,introvert s things mujhe apne log irdgird achay lagtay hain,introvert:EN s:EN things:EN mujhe:HI apne:HI log:HI irdgird:HI achay:HI lagtay:HI hain:HI,{apne log},{irdgird achay lagtay hain},{0.750},{0.400}
52,y congres hindu berodhi h yse hi thodehi kharab pati ban gaye antonio mayno nakli gandhi parewar y kabhi apne abba jaan ke abba phiroz khan ki mazar pr gaye h nahi,y:EN congres:EN hindu:EN berodhi:HI h:EN yse:HI hi:HI thodehi:HI kharab:HI pati:HI ban:HI gaye:HI antonio:EN mayno:HI nakli:HI gandhi:HI parewar:HI y:EN kabhi:HI apne:HI abba:HI jaan:HI ke:HI abba:HI phiroz:HI khan:EN ki:HI mazar:EN pr:EN gaye:HI h:EN nahi:HI,{congres; nakli gandhi parewar},{hindu berodhi h; kabhi apne abba jaan ke abba phiroz khan ki mazar pr gaye h nahi},{0.300; 0.340},{0.675; 0.621}
53,mujhe meri mehnat ki kamai wapis karo mujhe apne beti ki shadi karwani hai aur mere kareeb 3 lakh rupee sahara sebi case mein fusse hue hai please mera paisa dedo god is watching,mujhe:HI meri:HI mehnat:HI ki:HI kamai:HI wapis:HI karo:HI mujhe:HI apne:HI beti:HI ki:HI shadi:HI karwani:HI hai:HI aur:HI mere:HI kareeb:HI 3:EN lakh:HI rupee:EN sahara:EN sebi:HI case:EN mein:HI fusse:HI hue:HI hai:HI please:EN mera:HI paisa:HI dedo:HI god:EN is:EN watching:EN,{mehnat ki kamai; sahara sebi case; paisa},{wapis karo; 3 lakh rupee fusse hue hai; please mera paisa dedo},{0.150; 0.302; 0.334},{0.800; 0.654; 0.584}
54,arey na behen alcohol drinkers hi to hamare desh ki shaan hai din mein teen peg lagaiye apne aap dharma ki raksha ho jayegi,arey:HI na:HI behen:HI alcohol:EN drinkers:EN hi:HI to:HI hamare:HI desh:HI ki:HI shaan:HI hai:HI din:HI mein:HI teen:HI peg:EN lagaiye:HI apne:HI aap:HI dharma:HI ki:HI raksha:HI ho:HI jayegi:HI,{alcohol drinkers},{hamare desh ki shaan hai din mein teen peg lagaiye apne aap dharma ki raksha ho jayegi},{0.150},{0.750}
55,india sabhi ke liye call yahan ka apna constitution ha ke apne rule regulation form companiyon ko yahan ke rule manya justicefortraders,india:EN sabhi:HI ke:HI liye:HI call:EN yahan:HI ka:HI apna:HI constitution:EN ha:HI ke:HI apne:HI rule:EN regulation:EN form:EN companiyon:EN ko:HI yahan:HI ke:HI rule:EN manya:HI justicefortraders:HI,{constitution; rule regulation},{yahan ka apna; manya},{0.550; 0.500},{0.400; 0.450}
56,traders ko justice tbi mil payga jb govt inke favour me kuch faisle lega jisse ye apne business me profits kama paaayee justicefortraders,traders:EN ko:HI justice:EN tbi:EN mil:HI payga:HI jb:EN govt:EN inke:HI favour:EN me:HI kuch:HI faisle:HI lega:HI jisse:HI ye:HI apne:HI business:EN me:HI profits:EN kama:HI paaayee:HI justicefortraders:HI,{justice; govt; business},{tbi mil payga jb govt inke favour me kuch faisle lega; inke favour me kuch faisle lega; profits kama paaayee},{0.421; 0.300; 0.450},{0.544; 0.600; 0.550}
57,dishul apne name mein he ek brand hai yeh ek essa brand hai jo love purity aur emotions se bana please support this brand guys dishulwithresponsivefloors,dishul:HI apne:HI name:EN mein:HI he:HI ek:HI brand:EN hai:HI yeh:HI ek:HI essa:EN brand:EN hai:HI jo:HI love:EN purity:EN aur:HI emotions:EN se:HI bana:HI please:EN support:EN this:EN brand:EN guys:EN dishulwithresponsivefloors:HI,{dishul; brand},{apne name mein he ek brand hai; love purity aur emotions se bana},{0.745; 0.906},{0.565; 0.571}
58,bro ismein apni nakami wali konsi bat hai pakistani backward areas apne dekhe nhi hain waqif hotin to ye comment na detin meri itni intelligent classfellows ko sirf larki hone ki waja se opportunities avail nhi karne din it s your luck ke apko ache log mil gaye,bro:EN ismein:HI apni:HI nakami:HI wali:HI konsi:HI bat:EN hai:HI pakistani:EN backward:EN areas:EN apne:HI dekhe:HI nhi:HI hain:HI waqif:HI hotin:EN to:HI ye:HI comment:EN na:HI detin:HI meri:HI itni:HI intelligent:EN classfellows:HI ko:HI sirf:HI larki:HI hone:HI ki:HI waja:HI se:HI opportunities:EN avail:EN nhi:HI karne:HI din:HI it:EN s:EN your:EN luck:EN ke:HI apko:HI ache:HI log:HI mil:HI gaye:HI,{nakami; intelligent classfellows; ache log},{nakami wali konsi bat hai; sirf larki hone ki waja se opportunities avail nhi karne din; it s your luck ke apko ache log mil gaye},{0.362; 0.464; 0.635},{0.480; 0.581; 0.489}
59,teekhan pm iske leader ne abhi bhi apne handle mein cm rakha hua hai ye to phir pm tha,teekhan:HI pm:EN iske:HI leader:EN ne:HI abhi:HI bhi:HI apne:HI handle:EN mein:HI cm:EN rakha:HI hua:HI hai:HI ye:HI to:HI phir:HI pm:EN tha:HI,{leader; pm},{abhi bhi apne handle mein cm rakha hua hai; ye to phir pm tha},{0.220; 0.250},{0.680; 0.620}
60,naman h ase khiladi ko jo apne desh ke liye itna kuch krte h jai hind jai haryana,naman:HI h:EN ase:HI khiladi:HI ko:HI jo:HI apne:HI desh:HI ke:HI liye:HI itna:HI kuch:HI krte:HI h:EN jai:HI hind:EN jai:HI haryana:HI,{khiladi},{naman h ase},{0.920},{0.750}
61,mai dholak sir ko mandir chhod aata waha pandit apne trike se baja dete iss dholki wale ko sir waise kanpur mai kya kr rhe ho dholakpur chle jaao chhota bheem intezar kar raha hoga aapka,mai:HI dholak:EN sir:EN ko:HI mandir:HI chhod:HI aata:HI waha:HI pandit:HI apne:HI trike:EN se:HI baja:HI dete:HI iss:HI dholki:EN wale:HI ko:HI sir:EN waise:HI kanpur:HI mai:HI kya:HI kr:EN rhe:HI ho:HI dholakpur:HI chle:HI jaao:HI chhota:HI bheem:HI intezar:HI kar:HI raha:HI hoga:HI aapka:HI,{dholak sir; iss dholki wale ko},{mandir chhod aata waha pandit apne trike se baja dete; kanpur mai kya kr rhe ho dholakpur chle jaao chhota bheem intezar kar raha hoga aapka},{0.150; 0.180},{0.700; 0.720}
62,up ab nyaay hoga jo galti purane b tech walo ne ki ab wo naye b tech holder nhi krenge wo ladenge apne haq ke liye apne liye aur future aspirants ke liye jai hind jai bharat jai up,up:EN ab:HI nyaay:HI hoga:HI jo:HI galti:HI purane:HI b:EN tech:EN walo:HI ne:HI ki:HI ab:HI wo:HI naye:HI b:EN tech:EN holder:EN nhi:HI krenge:HI wo:HI ladenge:HI apne:HI haq:HI ke:HI liye:HI apne:HI liye:HI aur:HI future:EN aspirants:EN ke:HI liye:HI jai:HI hind:EN jai:HI bharat:HI jai:HI up:EN,{nyaay; purane b tech walo; naye b tech holder; future aspirants},{ab nyaay hoga; galti purane b tech walo ne ki; nhi krenge wo ladenge apne haq ke liye; ladenge... future aspirants ke liye},{0.820; 0.492; 0.780; 0.844},{0.700; 0.495; 0.750; 0.672}
63,bhai jahan ka officer kaam keray ga woi inauguration karaye ga na ap apne ac ko pochain,bhai:HI jahan:HI ka:HI officer:EN kaam:HI keray:HI ga:HI woi:HI inauguration:EN karaye:HI ga:HI na:HI ap:HI apne:HI ac:EN ko:HI pochain:HI,{officer; ac},{kaam keray ga woi inauguration karaye ga na; apne ac ko pochain},{0.648; 0.350},{0.606; 0.550}
64,kashmri pandit to manav hai hi nahi to adhikar kaisa apne itihas ko dekhiye 1975 emergency,kashmri:HI pandit:HI to:EN manav:HI hai:HI hi:HI nahi:HI to:HI adhikar:HI kaisa:HI apne:HI itihas:EN ko:HI dekhiye:HI 1975:EN emergency:EN,{kashmri pandit; itihas},{manav hai hi nahi to adhikar kaisa; apne itihas ko dekhiye 1975 emergency},{0.359; 0.200},{0.749; 0.800}
65,agher apne physics chemistry maths ke exams lene he the to selective subjects pr time kiun zaya kia gya,agher:HI apne:HI physics:EN chemistry:EN maths:EN ke:HI exams:EN lene:HI he:HI the:EN to:EN selective:EN subjects:EN pr:EN time:EN kiun:HI zaya:HI kia:HI gya:HI,{physics chemistry maths ke exams; selective subjects},{lene he the; time kiun zaya kia gya},{0.578; 0.392},{0.500; 0.504}
66,ab hamesha har bb movie me aise hi trend karna top 4 trend me apne hi rakhna srkian 8 years of blockbuster express 8yearsofatgchennaiexpress,ab:HI hamesha:HI har:HI bb:EN movie:EN me:HI aise:HI hi:HI trend:EN karna:HI top:EN 4:EN trend:EN me:HI apne:HI hi:HI rakhna:HI srkian:HI 8:EN years:EN of:EN blockbuster:EN express:EN 8yearsofatgchennaiexpress:HI,{bb movie; blockbuster express},{aise hi trend karna top 4 trend me apne hi rakhna; 8 years of blockbuster express},{0.743; 0.755},{0.616; 0.616}
67,let s do this also thode boht apne tweets bhi daal dete dishulwithresponsivefloors,let:EN s:EN do:EN this:EN also:EN thode:HI boht:HI apne:HI tweets:EN bhi:HI daal:HI dete:HI dishulwithresponsivefloors:HI,{tweets},{thode boht apne ... bhi daal dete},{0.550},{0.450}
68,suno gor se soniyo walon buri nazar na hmpe dalo chahe jitna zor laglo sabse aage honge ipznians hamne kha hai tumbhi manolo aao hum miljulke waapis laaye apne show ko we want ipzn2,suno:HI gor:HI se:HI soniyo:HI walon:HI buri:HI nazar:HI na:HI hmpe:HI dalo:HI chahe:HI jitna:HI zor:HI laglo:HI sabse:HI aage:HI honge:HI ipznians:HI hamne:HI kha:HI hai:HI tumbhi:HI manolo:EN aao:HI hum:HI miljulke:HI waapis:HI laaye:HI apne:HI show:EN ko:HI we:EN want:EN ipzn2:HI,{ipznians; show; ipzn2},{sabse aage honge; waapis laaye; we want},{0.820; 0.750; 0.726},{0.750; 0.700; 0.713}
69,firse apne awkath peh aa gaye hey editors of mhrw,firse:HI apne:HI awkath:HI peh:HI aa:HI gaye:HI hey:EN editors:EN of:EN mhrw:HI,{editors of mhrw},{firse apne awkath peh aa gaye hey},{0.349},{0.599}
70,allah pak apne piyary habib hazrat muhammad mustafa saww kay sadqy mein ap kay walid sahb ko sehat e kamila shifa aur achi sehat wali lambi zindagi ata farmaye ameen summa ameen ya rabbul alameen,allah:HI pak:HI apne:HI piyary:HI habib:HI hazrat:HI muhammad:EN mustafa:HI saww:HI kay:HI sadqy:HI mein:HI ap:HI kay:HI walid:EN sahb:HI ko:HI sehat:HI e:EN kamila:EN shifa:HI aur:HI achi:HI sehat:HI wali:HI lambi:HI zindagi:HI ata:HI farmaye:HI ameen:HI summa:HI ameen:HI ya:HI rabbul:HI alameen:HI,{walid sahb},{sehat e kamila shifa aur achi sehat wali lambi zindagi ata farmaye},{0.920},{0.550}
71,apna maal apne pas rakho ooo bhaee ma mazak kri thi mujh nh chahiye,apna:HI maal:HI apne:HI pas:HI rakho:HI ooo:EN bhaee:HI ma:HI mazak:HI kri:EN thi:HI mujh:HI nh:EN chahiye:HI,{maal},{apne pas rakho},{0.370},{0.497}
72,roohi11 logo ki baaton pe dhyaan mat do apne aapko itna strong bana lo ki kisike baaton se affect na ho bhagwaan apke saath hain raasta woh hi dikhayega,roohi11:HI logo:EN ki:HI baaton:HI pe:HI dhyaan:HI mat:HI do:HI apne:HI aapko:HI itna:HI strong:EN bana:HI lo:HI ki:HI kisike:HI baaton:HI se:HI affect:EN na:HI ho:HI bhagwaan:HI apke:HI saath:HI hain:HI raasta:HI woh:HI hi:HI dikhayega:HI,{logo ki baaton; apne aapko; bhagwaan},{dhyaan mat do; itna strong bana lo; apke saath hain raasta woh hi dikhayega},{0.457; 0.881; 0.867},{0.417; 0.698; 0.648}
73,ind ye mandir masjid mein reh gaya bharat ka naam tabhi badhega jb development hoga satta nai desh sambhalna seekhao apne guruji ko,ind:EN ye:HI mandir:HI masjid:HI mein:HI reh:HI gaya:HI bharat:HI ka:HI naam:HI tabhi:HI badhega:HI jb:EN development:EN hoga:HI satta:HI nai:HI desh:HI sambhalna:HI seekhao:HI apne:HI guruji:HI ko:HI,{ind; development; guruji},{ye mandir masjid mein reh gaya; bharat ka naam tabhi badhega jb development hoga; satta nai desh sambhalna seekhao},{0.350; 0.557; 0.150},{0.544; 0.550; 0.750}
74,haider chutiyo ki kmi ni h paiso ke liye apne hi playero ko criticise krta h,haider:HI chutiyo:HI ki:HI kmi:EN ni:HI h:EN paiso:HI ke:HI liye:HI apne:HI hi:HI playero:HI ko:HI criticise:EN krta:HI h:EN,{haider},{chutiyo ki kmi ni h paiso ke liye apne hi playero ko criticise krta h},{0.277},{0.784}
75,apne baap ko sabse neeche rakha hai khiloda gt gt gt gt gt chindi star,apne:HI baap:HI ko:HI sabse:HI neeche:HI rakha:HI hai:HI khiloda:HI gt:EN gt:EN gt:EN gt:EN gt:EN chindi:EN star:EN,{khiloda; star},{apne baap ko sabse neeche rakha hai; chindi},{0.080; 0.100},{0.850; 0.750}
76,hosakta hai saddar sb is time apne daant khud theek ker rae hon ya neend main bol rae hon bhai aalhir insan hein kuch b ker sakte hein,hosakta:HI hai:HI saddar:EN sb:EN is:EN time:EN apne:HI daant:HI khud:HI theek:HI ker:HI rae:HI hon:HI ya:HI neend:HI main:HI bol:HI rae:HI hon:HI bhai:HI aalhir:HI insan:HI hein:HI kuch:HI b:EN ker:HI sakte:HI hein:HI,{saddar sb},{apne daant khud theek ker rae hon ya neend main bol rae hon},{0.250},{0.650}
77,abe apne ghar me dekh lo pehle aapke apne sheher delhi mein jantar mantar par kya ho raha hai uspe to muh nahi khulega you are the same as the bigots from across the border no difference at all,abe:HI apne:HI ghar:HI me:HI dekh:HI lo:HI pehle:HI aapke:HI apne:HI sheher:HI delhi:EN mein:HI jantar:HI mantar:HI par:HI kya:HI ho:HI raha:HI hai:HI uspe:HI to:EN muh:HI nahi:HI khulega:HI you:EN are:EN the:EN same:EN as:EN the:EN bigots:EN from:EN across:EN the:EN border:EN no:EN difference:EN at:EN all:EN,{jantar mantar; you},{uspe to muh nahi khulega; same as the bigots from across the border no difference at all},{0.325; 0.277},{0.625; 0.678}
78,exam center par koi security nhi thi log apne hisab se system par baith rhe the or aapas me baat kar ke paper solve kar rhe the,exam:EN center:EN par:HI koi:HI security:EN nhi:HI thi:HI log:HI apne:HI hisab:HI se:HI system:EN par:HI baith:HI rhe:HI the:HI or:EN aapas:HI me:HI baat:HI kar:HI ke:HI paper:EN solve:EN kar:HI rhe:HI the:HI,{security; system; paper},{koi security nhi thi; apne hisab se system par baith rhe the; aapas me baat kar ke paper solve kar rhe the},{0.493; 0.407; 0.354},{0.555; 0.504; 0.553}
79,prakash agar democracy me tum apne chune hue sarkar ki galtian nahi nikaloge to tumhare desh ke dushman nahi nikalenge wo chahenge desh gutter me hi rahe isilie koi political party is govt ki comparison dusre developing countries ke sath nahi karte ye kam independent voter hi karega,prakash:HI agar:HI democracy:EN me:HI tum:HI apne:HI chune:HI hue:HI sarkar:HI ki:HI galtian:HI nahi:HI nikaloge:HI to:HI tumhare:HI desh:HI ke:HI dushman:HI nahi:HI nikalenge:HI wo:HI chahenge:HI desh:HI gutter:EN me:HI hi:HI rahe:HI isilie:HI koi:HI political:EN party:EN is:EN govt:EN ki:HI comparison:EN dusre:HI developing:EN countries:EN ke:HI sath:HI nahi:HI karte:HI ye:HI kam:HI independent:EN voter:EN hi:HI karega:HI,{chune hue sarkar; political party; independent voter},{galtian nahi nikaloge; govt ki comparison dusre developing countries ke sath nahi karte; ye kam independent voter hi karega},{0.300; 0.421; 0.764},{0.650; 0.504; 0.571}
80,ejecteject defense joint failure fighter 17 pakistani yo apne ghabrana nehi,ejecteject:HI defense:EN joint:EN failure:EN fighter:EN 17:EN pakistani:EN yo:EN apne:HI ghabrana:HI nehi:HI,{fighter 17; pakistani},{defense joint failure; ghabrana nehi},{0.299; 0.180},{0.652; 0.700}
81,indians ek baar ko apna phir se katwane apne ex ke paas chale jayenge but uss golgappe wale ke pass dubara kabhi nhi jayenge jisne free ki sukhi papdi dene se mna kra ho indiantweets desimemes indianmemes,indians:EN ek:HI baar:HI ko:HI apna:HI phir:HI se:HI katwane:HI apne:HI ex:EN ke:HI paas:HI chale:HI jayenge:HI but:EN uss:HI golgappe:HI wale:HI ke:HI pass:EN dubara:HI kabhi:HI nhi:HI jayenge:HI jisne:HI free:EN ki:HI sukhi:HI papdi:HI dene:HI se:HI mna:HI kra:HI ho:HI indiantweets:HI desimemes:HI indianmemes:HI,{golgappe wale; ex},{dubara kabhi nhi jayenge jisne free ki sukhi papdi dene se mna kra ho; apna phir se katwane apne ex ke paas chale jayenge},{0.548; 0.275},{0.600; 0.535}
82,50000 vacancy ko baro sc st obc k back log post ko baro bahujano apne sarkar banaye recruit scstobc teachers,50000:EN vacancy:EN ko:HI baro:HI sc:EN st:EN obc:EN k:HI back:EN log:HI post:EN ko:HI baro:HI bahujano:HI apne:HI sarkar:HI banaye:HI recruit:EN scstobc:HI teachers:EN,{vacancy; back log post; sarkar; scstobc teachers},{50000 vacancy ko baro; sc st obc k back log post ko baro; bahujano apne sarkar banaye; recruit},{0.522; 0.458; 0.600; 0.526},{0.505; 0.542; 0.650; 0.652}
83,kyon chhode kitne cm ne apne state ke issue par chup rehne par kusri chhodi hai aur aap batoge ki usko kursi chhod deni chahiye,kyon:HI chhode:HI kitne:HI cm:EN ne:HI apne:HI state:EN ke:HI issue:EN par:HI chup:HI rehne:HI par:HI kusri:HI chhodi:HI hai:HI aur:HI aap:HI batoge:HI ki:HI usko:HI kursi:HI chhod:HI deni:HI chahiye:HI,{cm; kursi},{apne state ke issue par chup rehne par kusri chhodi hai; aap batoge ki usko kursi chhod deni chahiye},{0.439; 0.300},{0.585; 0.650}
84,samjhota vo hai jo tum apne paid tweet ke liye offers leke aaye unke sath karte ho,samjhota:EN vo:HI hai:HI jo:HI tum:HI apne:HI paid:EN tweet:EN ke:HI liye:HI offers:EN leke:HI aaye:HI unke:HI sath:HI karte:HI ho:HI,{tweet},{paid tweet ke liye offers leke aaye},{0.200},{0.750}
85,tumhare paas apne claim ko prove karne ka koi authentic chiz to hai nai to ird gird ki batei karke khudka majak udwate ho,tumhare:HI paas:HI apne:HI claim:EN ko:HI prove:EN karne:HI ka:HI koi:HI authentic:EN chiz:HI to:EN hai:HI nai:HI to:EN ird:HI gird:HI ki:HI batei:HI karke:HI khudka:HI majak:HI udwate:HI ho:HI,{claim; batei},{prove karne ka koi authentic chiz to hai nai; ird gird ki batei karke khudka majak udwate ho},{0.403; 0.314},{0.580; 0.757}
86,wo mene 20 scores btaye wanra koi innings 160 se sr ki jhi btayi thi 7 me apne waha btayi thi 25 off 16,wo:HI mene:HI 20:EN scores:EN btaye:HI wanra:HI koi:HI innings:EN 160:EN se:HI sr:EN ki:HI jhi:HI btayi:HI thi:HI 7:EN me:HI apne:HI waha:HI btayi:HI thi:HI 25:EN off:EN 16:EN,{innings},{160 se sr ki jhi btayi thi},{0.450},{0.500}
87,mr and mrs shoaib jahan kahin bhi hain baraye meherbani apne kiye ko ja kar saaf karen aur dobara wahan janey ke zehmat bhi na karen plz share,mr:EN and:EN mrs:EN shoaib:HI jahan:HI kahin:HI bhi:HI hain:HI baraye:HI meherbani:HI apne:HI kiye:HI ko:HI ja:HI kar:HI saaf:HI karen:HI aur:HI dobara:HI wahan:HI janey:HI ke:HI zehmat:HI bhi:HI na:HI karen:HI plz:EN share:EN,{kiye},{baraye meherbani apne kiye ko ja kar saaf karen},{0.050},{0.700}
88,its peter pan apko pta hai na k apne kitna tng kiya hoa hai sb toots,its:EN peter:EN pan:EN apko:HI pta:HI hai:HI na:HI k:HI apne:HI kitna:HI tng:EN kiya:HI hoa:HI hai:HI sb:EN toots:EN,{peter pan},{apko pta hai na k apne kitna tng kiya hoa hai sb toots},{0.451},{0.490}
89,attention maharashtra ke free vaccine registrations aaj se shuru ho chuke hain toh jaldi se apna aur apne parivaar ka vaccine slot book karaaiye aur vaccine lagwaaiye immunityontheway zeetv,attention:EN maharashtra:HI ke:HI free:EN vaccine:EN registrations:EN aaj:HI se:HI shuru:HI ho:HI chuke:HI hain:HI toh:HI jaldi:HI se:HI apna:HI aur:HI apne:HI parivaar:HI ka:HI vaccine:EN slot:EN book:EN karaaiye:HI aur:HI vaccine:EN lagwaaiye:HI immunityontheway:HI zeetv:HI,{vaccine registrations},{aaj se shuru ho chuke hain toh jaldi se apna aur apne parivaar ka vaccine slot book karaaiye},{0.720},{0.528}
90,correction it started with sar tan se juda apne hi religion ko dhang se pahdlo madam,correction:EN it:EN started:EN with:EN sar:HI tan:EN se:HI juda:HI apne:HI hi:HI religion:EN ko:HI dhang:HI se:HI pahdlo:HI madam:EN,{religion},{sar tan se juda apne hi religion ko dhang se pahdlo},{0.404},{0.688}
91,shameful me jeete aise to 25 off 20 bhi shameful ye shameful hai asif ki mom nhi asif ki aik 40 btayi apne wo nhi dikhta,shameful:EN me:HI jeete:HI aise:HI to:EN 25:EN off:EN 20:EN bhi:HI shameful:EN ye:HI shameful:EN hai:HI asif:HI ki:HI mom:EN nhi:HI asif:HI ki:HI aik:HI 40:EN btayi:HI apne:HI wo:HI nhi:HI dikhta:HI,{batting},{shameful me jeete aise to 25 off 20 bhi shameful ye shameful hai},{0.132},{0.679}
